"date","F","h"
2014-04-01,0.436033155029028,1
2014-05-01,0.476284049017723,1
2014-06-01,0.477593319347706,1
2014-07-01,0.472904058364709,1
2014-08-01,0.492308911365277,1
2014-09-01,0.494861850306432,1
2014-10-01,0.476570324540107,1
2014-11-01,0.473928647379637,1
2014-12-01,0.475412891009979,1
2015-01-01,0.440674308777295,1
2015-02-01,0.42993506265023,1
2015-03-01,0.472991992738267,1
2015-04-01,0.473311034515633,1
2015-05-01,0.479933422108292,1
2015-06-01,0.422933045876134,1
2015-07-01,0.468070691203367,1
2015-08-01,0.485760125168384,1
2015-09-01,0.471549160584888,1
2015-10-01,0.4652951489838,1
2015-11-01,0.469740679516339,1
2015-12-01,0.495394985043727,1
2016-01-01,0.506724340889304,1
2016-02-01,0.51246852096326,1
2016-03-01,0.50777047206665,1
2016-04-01,0.533624248124976,1
2016-05-01,0.58822876224651,1
2016-06-01,1.03581932355339,1
2016-07-01,-0.100776350276637,1
2016-08-01,-0.225518736046356,1
2016-09-01,-0.225358190425028,1
2016-10-01,-0.213281988830464,1
2016-11-01,-0.284137379121184,1
2016-12-01,-0.295446672929787,1
2017-01-01,-0.288513718714136,1
2017-02-01,-0.361885370885557,1
2017-03-01,-0.43421537078883,1
2017-04-01,-0.42286184600151,1
2017-05-01,-0.363765049865531,1
2017-06-01,-0.389596454480423,1
2017-07-01,-0.393478239244423,1
2017-08-01,-0.327155337217911,1
2017-09-01,-0.334986497736222,1
2017-10-01,-0.364591546719926,1
2017-11-01,-0.338116694921831,1
2017-12-01,-0.320878152060192,1
2018-01-01,-0.320566919218142,1
2018-02-01,-0.345026031211272,1
2018-03-01,-0.384033370683945,1
2018-04-01,-0.339397668280732,1
2018-05-01,-0.260903203174425,1
2018-06-01,-0.253324628011861,1
2018-07-01,-0.177589237131984,1
2018-08-01,-0.289776129256434,1
2018-09-01,-0.264628510341439,1
2018-10-01,-0.38956127342061,1
2018-11-01,-0.509600698221772,1
2018-12-01,-0.529316383013187,1
2019-01-01,-0.667383015256141,1
2019-02-01,-0.501804201212739,1
2019-03-01,-0.689041169739804,1
2019-04-01,-0.691627042146923,1
2019-05-01,-0.698520347937535,1
2019-06-01,-0.695383230258859,1
2019-07-01,-0.717946414303698,1
2019-08-01,-0.769316232138064,1
2019-09-01,-0.863136172996908,1
2019-10-01,-0.817903583109789,1
2019-11-01,-0.82054782869706,1
2019-12-01,-0.873008097956518,1
2020-01-01,-0.888486281122766,1
2020-02-01,-0.931439421759292,1
2020-03-01,-0.953155099614203,1
2020-04-01,-0.962157040810634,1
2020-05-01,-0.942256606259862,1
2020-06-01,-0.939050206781264,1
2020-07-01,-1.01883769702086,1
2020-08-01,-0.964658452831071,1
2020-09-01,-0.960499989966207,1
2020-10-01,-0.970937235547036,1
2020-11-01,-0.973646211686361,1
2020-12-01,-0.933084463998406,1
2021-01-01,-0.946867865203968,1
2021-02-01,-0.951129917460395,1
2021-03-01,-0.970512069158027,1
2021-04-01,-0.972368732932857,1
2021-05-01,-0.986478028853519,1
2021-06-01,-0.982758638539401,1
2021-07-01,-0.969820452246567,1
2021-08-01,NA,1
2021-09-01,NA,1
2021-10-01,NA,1
2021-11-01,NA,1
2021-12-01,NA,1
2022-01-01,NA,1
2022-02-01,NA,1
2022-03-01,NA,1
2022-04-01,NA,1
2022-05-01,NA,1
2022-06-01,NA,1
2022-07-01,NA,1
2022-08-01,NA,1
2022-09-01,NA,1
2022-10-01,NA,1
2022-11-01,NA,1
2022-12-01,NA,1
2023-01-01,NA,1
2023-02-01,NA,1
2023-03-01,NA,1
2023-04-01,NA,1
2023-05-01,NA,1
2023-06-01,NA,1
2023-07-01,NA,1
2023-08-01,NA,1
2023-09-01,NA,1
2023-10-01,NA,1
2023-11-01,NA,1
2023-12-01,NA,1
2024-01-01,NA,1
2024-02-01,NA,1
2024-03-01,NA,1
2024-04-01,NA,1
2024-05-01,NA,1
2024-06-01,NA,1
2024-07-01,NA,1
2024-08-01,NA,1
2024-09-01,NA,1
2024-10-01,NA,1
2024-11-01,NA,1
2024-12-01,NA,1
2025-01-01,NA,1
2025-02-01,NA,1
2025-03-01,NA,1
2025-04-01,NA,1
2025-05-01,NA,1
2025-06-01,NA,1
1999-07-01,NA,12
1999-08-01,NA,12
1999-09-01,NA,12
1999-10-01,NA,12
1999-11-01,NA,12
1999-12-01,NA,12
2000-01-01,NA,12
2000-02-01,NA,12
2000-03-01,NA,12
2000-04-01,NA,12
2000-05-01,NA,12
2000-06-01,NA,12
2000-07-01,NA,12
2000-08-01,NA,12
2000-09-01,NA,12
2000-10-01,NA,12
2000-11-01,NA,12
2000-12-01,NA,12
2001-01-01,NA,12
2001-02-01,NA,12
2001-03-01,NA,12
2001-04-01,NA,12
2001-05-01,NA,12
2001-06-01,NA,12
2001-07-01,NA,12
2001-08-01,NA,12
2001-09-01,NA,12
2001-10-01,NA,12
2001-11-01,NA,12
2001-12-01,NA,12
2002-01-01,NA,12
2002-02-01,NA,12
2002-03-01,NA,12
2002-04-01,NA,12
2002-05-01,NA,12
2002-06-01,NA,12
2002-07-01,NA,12
2002-08-01,NA,12
2002-09-01,NA,12
2002-10-01,NA,12
2002-11-01,NA,12
2002-12-01,NA,12
2003-01-01,NA,12
2003-02-01,NA,12
2003-03-01,NA,12
2003-04-01,NA,12
2003-05-01,NA,12
2003-06-01,0.801870673261007,12
2003-07-01,0.802032524656457,12
2003-08-01,0.807777673117728,12
2003-09-01,0.840837601121445,12
2003-10-01,0.905151535048789,12
2003-11-01,0.9471895049904,12
2003-12-01,0.95083727979961,12
2004-01-01,1.04595692238105,12
2004-02-01,1.05686642868514,12
2004-03-01,1.09856908171728,12
2004-04-01,1.08177530725764,12
2004-05-01,1.10386921766177,12
2004-06-01,1.10127215146984,12
2004-07-01,1.0253833871622,12
2004-08-01,0.900540252418241,12
2004-09-01,0.832031362680456,12
2004-10-01,0.889066429321852,12
2004-11-01,0.892907684310456,12
2004-12-01,0.910239040835615,12
2005-01-01,1.09601521040718,12
2005-02-01,1.44455619576073,12
2005-03-01,1.44381165809467,12
2005-04-01,1.43255960912919,12
2005-05-01,1.5363522563626,12
2005-06-01,1.54314520708068,12
2005-07-01,1.59152038233493,12
2005-08-01,1.57295474407598,12
2005-09-01,1.44183793801039,12
2005-10-01,1.43306116468619,12
2005-11-01,1.5202200672216,12
2005-12-01,1.28115614256135,12
2006-01-01,1.45433536841643,12
2006-02-01,1.4617607513766,12
2006-03-01,1.50409692024557,12
2006-04-01,1.56993138736865,12
2006-05-01,1.47559891734444,12
2006-06-01,1.49979041557256,12
2006-07-01,1.61470539712723,12
2006-08-01,1.73845787134576,12
2006-09-01,1.66136065248506,12
2006-10-01,1.70100503403788,12
2006-11-01,1.76416528160081,12
2006-12-01,1.73558105691022,12
2007-01-01,1.75231125793409,12
2007-02-01,1.74636271538114,12
2007-03-01,1.74373753440472,12
2007-04-01,1.57500524590958,12
2007-05-01,1.53605562670741,12
2007-06-01,1.54973569896135,12
2007-07-01,1.58048221850706,12
2007-08-01,1.56006260276022,12
2007-09-01,1.56261934945715,12
2007-10-01,1.54517804802624,12
2007-11-01,1.5099253175915,12
2007-12-01,1.52764833011041,12
2008-01-01,1.52045191195012,12
2008-02-01,1.53727571670747,12
2008-03-01,1.53449475392814,12
2008-04-01,1.53749457607733,12
2008-05-01,1.58345896448351,12
2008-06-01,1.57933355147972,12
2008-07-01,1.69332835049943,12
2008-08-01,1.72508789210262,12
2008-09-01,1.77023326931826,12
2008-10-01,1.75781564947315,12
2008-11-01,1.8074089627049,12
2008-12-01,1.79684032982106,12
2009-01-01,1.88881525239487,12
2009-02-01,1.89288551333534,12
2009-03-01,1.89574688235936,12
2009-04-01,1.91015835959903,12
2009-05-01,1.87013024608913,12
2009-06-01,1.87516917453904,12
2009-07-01,1.87948411817931,12
2009-08-01,1.88517379963276,12
2009-09-01,2.00182479479359,12
2009-10-01,2.01038428037267,12
2009-11-01,1.95353659708465,12
2009-12-01,1.92923426694307,12
2010-01-01,1.92844491433859,12
2010-02-01,1.9018435630428,12
2010-03-01,1.90440094530054,12
2010-04-01,1.90618741610896,12
2010-05-01,1.91675105212821,12
2010-06-01,1.90571262696099,12
2010-07-01,1.92083429239452,12
2010-08-01,1.91549359677005,12
2010-09-01,1.56402049488145,12
2010-10-01,1.35085812396961,12
2010-11-01,1.33407016790242,12
2010-12-01,1.37107094207688,12
2011-01-01,1.41358216936982,12
2011-02-01,1.34989944390661,12
2011-03-01,1.41457831646002,12
2011-04-01,1.39721545473286,12
2011-05-01,1.38977477228083,12
2011-06-01,1.38758981980023,12
2011-07-01,1.32464895988865,12
2011-08-01,1.27650706117352,12
2011-09-01,1.24594100252223,12
2011-10-01,1.24126556175846,12
2011-11-01,1.13207432918964,12
2011-12-01,1.10653586596413,12
2012-01-01,1.05168509594396,12
2012-02-01,1.02158601518395,12
2012-03-01,0.981829676752548,12
2012-04-01,0.9557937792082,12
2012-05-01,1.0725905617404,12
2012-06-01,1.3563985423457,12
2012-07-01,1.41004923385724,12
2012-08-01,1.33967032277065,12
2012-09-01,1.3684764445753,12
2012-10-01,1.34837547330551,12
2012-11-01,1.16345955694085,12
2012-12-01,0.808993543903495,12
2013-01-01,0.793521729711645,12
2013-02-01,0.835235825103888,12
2013-03-01,0.743407080849935,12
2013-04-01,0.698011194619287,12
2013-05-01,0.729908446439045,12
2013-06-01,0.731534855405904,12
2013-07-01,0.863546486728132,12
2013-08-01,0.917820006746854,12
2013-09-01,0.858002759477299,12
2013-10-01,1.02370268725884,12
2013-11-01,0.800345996515987,12
2013-12-01,0.791125188777378,12
2014-01-01,0.737071239228521,12
2014-02-01,0.719212459770847,12
2014-03-01,0.757876958301048,12
2014-04-01,0.705625918573771,12
2014-05-01,0.61456471636512,12
2014-06-01,0.510870582922265,12
2014-07-01,0.573224327817959,12
2014-08-01,0.523055981629938,12
2014-09-01,0.463838249069208,12
2014-10-01,0.5011180647692,12
2014-11-01,0.49712326740136,12
2014-12-01,0.533476109672869,12
2015-01-01,0.593951810995093,12
2015-02-01,0.630474452509456,12
2015-03-01,0.613071075218003,12
2015-04-01,0.582820245943296,12
2015-05-01,0.559348628404184,12
2015-06-01,0.570045246899372,12
2015-07-01,0.570131587569821,12
2015-08-01,0.557195111377334,12
2015-09-01,0.558116634027863,12
2015-10-01,0.557048009208851,12
2015-11-01,0.55872420734978,12
2015-12-01,0.578301396622958,12
2016-01-01,0.5770448881929,12
2016-02-01,0.563200220356946,12
2016-03-01,0.536636472886338,12
2016-04-01,0.52525368151285,12
2016-05-01,0.425843845727588,12
2016-06-01,0.32506966127231,12
2016-07-01,0.292610622558503,12
2016-08-01,0.302220487075763,12
2016-09-01,0.255959809595922,12
2016-10-01,0.274196808001553,12
2016-11-01,0.216660545807655,12
2016-12-01,0.210095475694569,12
2017-01-01,0.208565669963763,12
2017-02-01,0.201690984427268,12
2017-03-01,0.20807428075495,12
2017-04-01,0.147557098818573,12
2017-05-01,-0.0350036206629206,12
2017-06-01,-1.20006424280097,12
2017-07-01,-1.75245271509697,12
2017-08-01,-1.33933710536851,12
2017-09-01,-1.16215100906003,12
2017-10-01,-1.15513882636091,12
2017-11-01,-1.14591340990737,12
2017-12-01,-1.14761095557605,12
2018-01-01,-1.11322686390889,12
2018-02-01,-1.07147420311302,12
2018-03-01,-0.983412338701533,12
2018-04-01,-0.950960026734361,12
2018-05-01,-1.06088972158797,12
2018-06-01,-1.04585570494846,12
2018-07-01,-1.12552558685524,12
2018-08-01,-1.45585930734336,12
2018-09-01,-1.42751737355758,12
2018-10-01,-1.41981021060139,12
2018-11-01,-1.46985523057402,12
2018-12-01,-1.58220862515592,12
2019-01-01,-1.72166361599115,12
2019-02-01,-1.68828826675057,12
2019-03-01,-1.77719030529411,12
2019-04-01,-1.83115142137159,12
2019-05-01,-1.80783976097967,12
2019-06-01,-1.82619940585008,12
2019-07-01,-1.80633261521206,12
2019-08-01,-1.82009036409938,12
2019-09-01,-1.81188725928348,12
2019-10-01,-1.89221931430185,12
2019-11-01,-1.94903599079322,12
2019-12-01,-1.92494988890279,12
2020-01-01,-1.88244568760181,12
2020-02-01,-1.86000880373349,12
2020-03-01,-1.92165008931907,12
2020-04-01,-2.02266579982062,12
2020-05-01,-2.02122786059257,12
2020-06-01,-2.0111311301943,12
2020-07-01,-2.05842575772402,12
2020-08-01,-2.08490738259195,12
2020-09-01,-2.09077561739233,12
2020-10-01,-2.0952654012349,12
2020-11-01,-2.09784794580141,12
2020-12-01,-2.12310633733955,12
2021-01-01,-2.0928904194249,12
2021-02-01,-2.09201676806778,12
2021-03-01,-2.08227415005249,12
2021-04-01,-2.09014119587963,12
2021-05-01,-2.09975164579609,12
2021-06-01,-2.15411524226841,12
2021-07-01,-2.1726652887674,12
2021-08-01,NA,12
2021-09-01,NA,12
2021-10-01,NA,12
2021-11-01,NA,12
2021-12-01,NA,12
2022-01-01,NA,12
2022-02-01,NA,12
2022-03-01,NA,12
2022-04-01,NA,12
2022-05-01,NA,12
2022-06-01,NA,12
2022-07-01,NA,12
2022-08-01,NA,12
2022-09-01,NA,12
2022-10-01,NA,12
2022-11-01,NA,12
2022-12-01,NA,12
2023-01-01,NA,12
2023-02-01,NA,12
2023-03-01,NA,12
2023-04-01,NA,12
2023-05-01,NA,12
2023-06-01,NA,12
2023-07-01,NA,12
2023-08-01,NA,12
2023-09-01,NA,12
2023-10-01,NA,12
2023-11-01,NA,12
2023-12-01,NA,12
2024-01-01,NA,12
2024-02-01,NA,12
2024-03-01,NA,12
2024-04-01,NA,12
2024-05-01,NA,12
2024-06-01,NA,12
2024-07-01,NA,12
2024-08-01,NA,12
2024-09-01,NA,12
2024-10-01,NA,12
2024-11-01,NA,12
2024-12-01,NA,12
2025-01-01,NA,12
2025-02-01,NA,12
2025-03-01,NA,12
2025-04-01,NA,12
2025-05-01,NA,12
2025-06-01,NA,12
